files,YLabelTest,YPred,Yscore_1,Yscore_2
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-3_154.mat,false,true,0.01332656,0.9866735
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-4_99.mat,false,false,0.9739059,0.02609407
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-3_264.mat,false,false,0.9957293,0.004270693
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M1000mMKCl_257.mat,true,false,0.7601178,0.2398822
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-2_219.mat,false,false,0.9941977,0.005802224
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl_263.mat,false,true,0.01192279,0.9880773
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-3_342.mat,false,false,0.9964055,0.003594487
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_255.mat,false,false,0.9959012,0.004098857
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl_34.mat,false,true,0.01806302,0.981937
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-3_290.mat,false,true,0.01303915,0.9869609
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M500mMKCl_291.mat,true,true,0.02973258,0.9702674
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-2_281.mat,false,false,0.9943544,0.005645596
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M600mMKCl-2_340.mat,true,true,0.01388188,0.9861181
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_298.mat,false,true,0.07085971,0.9291403
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-4_61.mat,false,true,0.01826514,0.9817348
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M100mMKCl-2_345.mat,true,true,0.01359945,0.9864006
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl-3_342.mat,false,false,0.9972621,0.002737908
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl_235.mat,false,true,0.06948105,0.930519
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-5_196.mat,false,true,0.2504105,0.7495895
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-4_7.mat,false,true,0.005233876,0.9947661
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-5_41.mat,false,true,0.1594045,0.8405955
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-2_70.mat,false,false,0.9967326,0.003267445
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_208.mat,false,true,0.07119145,0.9288086
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_489.mat,false,false,0.996727,0.003273034
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-2_512.mat,false,false,0.9962524,0.003747626
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_353.mat,false,false,0.9965572,0.003442796
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl-2_193.mat,false,false,0.969855,0.0301451
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_240.mat,false,false,0.9696427,0.03035728
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_12.mat,false,false,0.9955303,0.004469704
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-3_94.mat,false,true,0.006760524,0.9932395
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-3_333.mat,false,true,0.02236265,0.9776374
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-2_344.mat,false,false,0.9963091,0.003690857
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-3_45.mat,false,false,0.9887871,0.01121291
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_419.mat,false,false,0.9949797,0.005020309
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M400mMKCl-2_69.mat,true,true,0.0154001,0.9845999
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M100mMKCl-2_81.mat,true,false,0.5527039,0.4472961
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M400mMKCl-2_419.mat,true,true,0.007407164,0.9925929
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-3_356.mat,false,false,0.9935954,0.006404558
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-3_213.mat,false,false,0.9962714,0.003728674
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M300mMKCl-2_322.mat,true,true,0.07260909,0.9273909
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl-2_4.mat,false,false,0.9966398,0.003360208
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-3_178.mat,false,false,0.9965326,0.003467423
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_534.mat,false,true,0.04409633,0.9559036
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_496.mat,false,true,0.01015374,0.9898463
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-2_205.mat,false,false,0.9971421,0.002857891
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-5_183.mat,false,true,0.08331317,0.9166869
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_462.mat,false,true,0.01947595,0.9805241
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-2_52.mat,false,false,0.9949791,0.005020955
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M100mMKCl-2_339.mat,true,true,0.01133123,0.9886687
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-3_187.mat,false,true,0.00731228,0.9926877
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl-3_30.mat,false,false,0.9945812,0.00541877
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_340.mat,false,true,0.007276556,0.9927234
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M200mMKCl-2_322.mat,true,true,0.01495865,0.9850413
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl_199.mat,false,false,0.994889,0.00511112
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-2_279.mat,false,false,0.9970393,0.00296076
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-3_51.mat,false,true,0.02825622,0.9717438
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-4_244.mat,false,false,0.9982835,0.001716559
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M300mMKCl-2_436.mat,true,true,0.08581039,0.9141896
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl_322.mat,false,false,0.9977769,0.002223112
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-2_441.mat,false,false,0.9964581,0.003541847
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M1000mMKCl_277.mat,true,true,0.03144518,0.9685549
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-3_277.mat,false,true,0.008046472,0.9919536
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_355.mat,false,true,0.01302406,0.986976
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-4_181.mat,false,false,0.9926019,0.007398057
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-2_38.mat,false,false,0.9947559,0.00524413
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_435.mat,false,false,0.9964123,0.003587698
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-2_432.mat,false,false,0.9935041,0.006495971
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M300mMKCl-2_516.mat,true,true,0.01364227,0.9863577
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M600mMKCl-4_11.mat,true,true,0.107193,0.8928069
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl-2_74.mat,false,false,0.9978024,0.002197599
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-2_375.mat,false,false,0.9962767,0.00372335
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-2_56.mat,false,true,0.01033523,0.9896647
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M1000mMKCl-4_69.mat,false,true,0.01475269,0.9852473
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-3_477.mat,false,false,0.9961854,0.003814643
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-2_285.mat,false,false,0.996709,0.003290999
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M600mMKCl-4_116.mat,true,true,0.06553428,0.9344657
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-2_255.mat,false,false,0.9758736,0.0241263
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M100mMKCl-2_385.mat,true,true,0.02466301,0.975337
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl_89.mat,false,true,0.06081721,0.9391828
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl_174.mat,false,false,0.9966817,0.003318289
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-3_92.mat,false,false,0.9962244,0.003775598
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl_414.mat,false,false,0.9865386,0.01346139
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-3_256.mat,false,true,0.01077366,0.9892264
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_313.mat,false,false,0.995789,0.004210979
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M750mMKCl-2_37.mat,true,true,0.1723225,0.8276775
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-2_51.mat,false,false,0.9969885,0.003011516
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M50mMKCl-3_125.mat,true,true,0.02262556,0.9773744
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-3_471.mat,false,true,0.008605974,0.991394
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M400mMKCl-2_34.mat,true,true,0.008599418,0.9914005
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl-3_299.mat,false,true,0.1442716,0.8557284
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl_371.mat,false,false,0.9961895,0.003810457
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-2_80.mat,false,false,0.9962674,0.003732658
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl_159.mat,false,true,0.1032923,0.8967077
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl_265.mat,false,false,0.9955471,0.004452905
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M400mMKCl-2_5.mat,true,true,0.03040653,0.9695935
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-3_419.mat,false,false,0.9871062,0.01289387
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-3_454.mat,false,true,0.0724235,0.9275765
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl_259.mat,false,false,0.9958745,0.004125587
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-2_390.mat,false,false,0.991758,0.008241958
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-3_178.mat,false,false,0.7121778,0.2878222
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M500mMKCl-2_93.mat,true,false,0.7249088,0.2750912
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-3_253.mat,false,true,0.1186258,0.8813741
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl_409.mat,false,false,0.9958075,0.00419248
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-2_306.mat,false,false,0.9965727,0.003427339
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-2_92.mat,false,false,0.9115714,0.08842865
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M500mMKCl-3_54.mat,false,true,0.3221902,0.6778098
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M750mMKCl-4_323.mat,true,true,0.06623563,0.9337643
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_181.mat,false,true,0.01041146,0.9895885
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl_96.mat,false,true,0.02053172,0.9794683
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-2_326.mat,false,false,0.9971788,0.002821269
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl-2_128.mat,false,false,0.994816,0.005184014
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_100.mat,false,false,0.9962649,0.00373512
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_365.mat,false,true,0.06503082,0.9349692
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M200mMKCl-3_420.mat,true,true,0.1053628,0.8946372
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M400mMKCl_256.mat,false,false,0.9924839,0.007516057
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M200mMKCl_399.mat,false,true,0.1989581,0.8010419
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-4_2.mat,false,false,0.9957927,0.004207253
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M600mMKCl-2_71.mat,true,true,0.03471171,0.9652883
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-2_528.mat,false,false,0.9960392,0.003960804
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_523.mat,false,false,0.5274774,0.4725226
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_214.mat,false,true,0.4319942,0.5680058
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M300mMKCl-2_321.mat,false,false,0.9968275,0.003172425
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-3_156.mat,false,false,0.9966265,0.003373497
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M50mMKCl-2_38.mat,false,true,0.1744067,0.8255934
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M750mMKCl-4_115.mat,true,true,0.01955574,0.9804443
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-3_102.mat,false,false,0.9951265,0.004873544
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M600mMKCl-4_330.mat,false,false,0.9851862,0.01481381
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl-2_435.mat,false,false,0.9966472,0.003352819
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/goodMol/julia_RNA0-bubble_M500mMKCl_344.mat,true,true,0.0117269,0.9882731
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M100mMKCl_139.mat,false,true,0.1205148,0.8794853
/Users/leyou/Desktop/FRET/beta2.0/trainingData/set3/badMol/julia_RNA0-bubble_M750mMKCl-3_154.mat,false,true,0.007164979,0.992835
